Category,Indicator,Variable,Units,Statistic,Scale
Indicator estimates: cycling accessibility,"Score (0/1): any public open space (source: OpenStreetMap) is reachable within 2000 m by cycling, using a fully low-stress route (Level of Traffic Stress 1–2)",sp_cycle_safe_access_public_open_space_any_2000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): any public transport stop (best result of GTFS and OpenStreetMap/custom sources) is reachable within 2000 m by cycling, using a fully low-stress route (Level of Traffic Stress 1–2)",sp_cycle_safe_access_pt_any_2000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): a 'local' activity centre: a network location whose walkable catchment (default 400 m) contains at least one everyday (lenient) destination of each category (food, public open space, public transport) is reachable within 2000 m by cycling, using a fully low-stress route (Level of Traffic Stress 1–2)",sp_cycle_safe_access_activity_centre_local_2000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): a 'complete' activity centre: a network location whose walkable catchment (default 400 m) contains at least one high-amenity (strict) destination of each category (food, public open space, public transport) is reachable within 2000 m by cycling, using a fully low-stress route (Level of Traffic Stress 1–2)",sp_cycle_safe_access_activity_centre_complete_2000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): a fresh food market / supermarket (source: OpenStreetMap or custom data) is reachable within 2000 m by cycling, using a danger-weighted route over the full cycling network (higher-stress links usable at a proportionate distance penalty)",sp_cycle_access_fresh_food_market_2000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): a fresh food market, supermarket or convenience store (pooled fresh food destinations) is reachable within 2000 m by cycling, using a danger-weighted route over the full cycling network (higher-stress links usable at a proportionate distance penalty)",sp_cycle_access_fresh_food_pooled_2000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): a public open space larger than 1.5 hectares (source: OpenStreetMap) is reachable within 2000 m by cycling, using a danger-weighted route over the full cycling network (higher-stress links usable at a proportionate distance penalty)",sp_cycle_access_public_open_space_large_2000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): any public open space (source: OpenStreetMap) is reachable within 2000 m by cycling, using a danger-weighted route over the full cycling network (higher-stress links usable at a proportionate distance penalty)",sp_cycle_access_public_open_space_any_2000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): any public transport stop (best result of GTFS and OpenStreetMap/custom sources) is reachable within 2000 m by cycling, using a danger-weighted route over the full cycling network (higher-stress links usable at a proportionate distance penalty)",sp_cycle_access_pt_any_2000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): a 'local' activity centre: a network location whose walkable catchment (default 400 m) contains at least one everyday (lenient) destination of each category (food, public open space, public transport) is reachable within 2000 m by cycling, using a danger-weighted route over the full cycling network (higher-stress links usable at a proportionate distance penalty)",sp_cycle_access_activity_centre_local_2000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): a 'complete' activity centre: a network location whose walkable catchment (default 400 m) contains at least one high-amenity (strict) destination of each category (food, public open space, public transport) is reachable within 2000 m by cycling, using a danger-weighted route over the full cycling network (higher-stress links usable at a proportionate distance penalty)",sp_cycle_access_activity_centre_complete_2000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): a fresh food market / supermarket (source: OpenStreetMap or custom data) is reachable within 5000 m by cycling, using a fully low-stress route (Level of Traffic Stress 1–2)",sp_cycle_safe_access_fresh_food_market_5000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): a fresh food market, supermarket or convenience store (pooled fresh food destinations) is reachable within 5000 m by cycling, using a fully low-stress route (Level of Traffic Stress 1–2)",sp_cycle_safe_access_fresh_food_pooled_5000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): a public open space larger than 1.5 hectares (source: OpenStreetMap) is reachable within 5000 m by cycling, using a fully low-stress route (Level of Traffic Stress 1–2)",sp_cycle_safe_access_public_open_space_large_5000m,score 0-1,value,sample point (cycling)
Indicator estimates: cycling accessibility,"Score (0/1): any public open space (source: OpenStreetMap) is reachable within 5000 m by cycling, using a fully low-stress route (Level of Traffic Stress 1–2)",sp_cycle_safe_access_public_open_space_any_5000m,score 0-1,value,sample point (cycling)
